Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total,Store_Age,Is_New_Store,Price_Per_Weight,Price_Per_Area,Is_Tier1,Is_Large_Store,Premium_in_Tier1,Product_Sugar_Content_Encoded,Product_Type_Encoded,Store_Type_Encoded
NC6210,11.85,No Sugar,0.083,Household,131.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,2951.49,15,0,11.07672849915683,1412.5806451612905,0,0,0,1,9,3
FD927,11.91,Low Sugar,0.032,Fruits and Vegetables,135.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3056.99,15,0,11.399328859060402,3235.238095238095,0,0,0,0,6,3
FD780,9.59,Low Sugar,0.068,Baking Goods,105.51,OUT002,1998,Small,Tier 3,Food Mart,1910.61,26,0,10.990625000000001,1352.6923076923078,0,0,0,0,0,1
FD7292,15.18,Low Sugar,0.104,Dairy,154.63,OUT001,1987,High,Tier 2,Supermarket Type1,4180.54,37,0,10.179723502304148,1356.4035087719299,0,1,0,0,4,2
FD8004,9.68,Low Sugar,0.053,Snack Foods,116.01,OUT002,1998,Small,Tier 3,Food Mart,2147.12,26,0,11.972136222910217,1841.4285714285716,0,0,0,0,13,1
FD3397,12.72,Low Sugar,0.04,Dairy,146.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,3456.49,15,0,11.50510604870385,2929.2,0,0,0,0,4,3
NC6533,9.92,No Sugar,0.071,Household,100.6,OUT002,1998,Small,Tier 3,Food Mart,1885.63,26,0,10.13091641490433,1241.9753086419755,0,0,0,1,9,1
DR7640,13.2,Regular,0.056,Soft Drinks,157.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3788.64,15,0,11.917486752460258,2385.3030303030305,0,0,0,2,14,3
FD5164,8.72,Low Sugar,0.006,Baking Goods,124.98,OUT002,1998,Small,Tier 3,Food Mart,2113.03,26,0,14.31615120274914,7811.25,0,0,0,0,0,1
FD5768,12.85,Low Sugar,0.009,Frozen Foods,174.84,OUT001,1987,High,Tier 2,Supermarket Type1,4066.6,37,0,13.595645412130638,9202.105263157895,0,1,0,0,5,2
DR6840,13.68,Low Sugar,0.105,Soft Drinks,183.97,OUT003,1999,Medium,Tier 1,Departmental Store,4441.31,25,0,13.43827611395179,1599.7391304347827,1,0,1,0,14,0
FD5594,10.56,Low Sugar,0.025,Snack Foods,161.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3280.84,15,0,15.298959318826869,4620.285714285714,0,0,0,0,13,3
FD7403,9.92,Regular,0.121,Dairy,138.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,2659.91,15,0,13.944612286002014,1057.0229007633586,0,0,0,2,4,3
FD3117,12.6,Regular,0.037,Dairy,154.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,3603.04,15,0,12.287073750991278,3296.595744680851,0,0,0,2,4,3
FD2758,15.39,Low Sugar,0.164,Frozen Foods,204.82,OUT003,1999,Medium,Tier 1,Departmental Store,5254.32,25,0,13.299999999999999,1177.126436781609,1,0,1,0,5,0
FD7280,9.72,Low Sugar,0.162,Meat,113.3,OUT002,1998,Small,Tier 3,Food Mart,2101.11,26,0,11.644398766700924,658.7209302325581,0,0,0,0,10,1
FD8156,11.35,Low Sugar,0.036,Fruits and Vegetables,129.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,2808.9,15,0,11.440140845070424,2825.217391304348,0,0,0,0,6,3
FD3571,15.1,Low Sugar,0.067,Frozen Foods,122.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3505.43,15,0,8.113170086035739,1592.077922077922,0,0,0,0,5,3
FD3557,11.96,Low Sugar,0.088,Fruits and Vegetables,156.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3499.68,15,0,13.111946532999163,1601.530612244898,0,0,0,0,6,3
FD1437,13.51,Low Sugar,0.191,Fruits and Vegetables,142.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,3558.56,15,0,10.55473372781065,709.9502487562188,0,0,0,0,6,3
FD7145,10.45,Regular,0.021,Snack Foods,161.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3248.31,15,0,15.429254302103251,5206.129032258064,0,0,0,2,13,3
FD7973,13.52,Low Sugar,0.036,Fruits and Vegetables,77.36,OUT002,1998,Small,Tier 3,Food Mart,2222.64,26,0,5.7176644493717665,1681.7391304347827,0,0,0,0,6,1
NC7837,14.44,No Sugar,0.038,Health and Hygiene,151.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3951.74,15,0,10.49688581314879,3160.0,0,0,0,1,8,3
NC118,10.72,No Sugar,0.011,Health and Hygiene,118.86,OUT002,1998,Small,Tier 3,Food Mart,734.99,26,0,11.07735321528425,5660.000000000001,0,0,0,1,8,1
FD5803,12.56,Low Sugar,0.062,Frozen Foods,160.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3713.65,15,0,12.79077167859984,2233.0555555555557,0,0,0,0,5,3
FD8600,11.08,Low Sugar,0.073,Meat,151.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3193.59,15,0,13.684400360685302,1828.4337349397592,0,0,0,0,10,3
FD2571,13.7,Regular,0.061,Fruits and Vegetables,173.67,OUT003,1999,Medium,Tier 1,Departmental Store,4234.21,25,0,12.667396061269146,2446.056338028169,1,0,1,2,6,0
FD4950,8.57,Regular,0.064,Snack Foods,81.53,OUT002,1998,Small,Tier 3,Food Mart,1189.81,26,0,9.502331002331003,1101.7567567567569,0,0,0,2,13,1
FD7691,15.31,Low Sugar,0.123,Snack Foods,146.65,OUT001,1987,High,Tier 2,Supermarket Type1,4046.22,37,0,9.572454308093995,1102.6315789473683,0,1,0,0,13,2
FD7978,10.99,Low Sugar,0.126,Frozen Foods,148.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3100.94,15,0,13.475454545454545,1089.9264705882351,0,0,0,0,5,3
FD2677,16.56,Regular,0.096,Fruits and Vegetables,185.24,OUT003,1999,Medium,Tier 1,Departmental Store,5117.37,25,0,11.179239589619796,1747.5471698113208,1,0,1,2,6,0
FD6665,12.69,Regular,0.184,Frozen Foods,146.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3458.09,15,0,11.563779527559056,757.0103092783505,0,0,0,2,5,3
NC886,12.34,No Sugar,0.034,Health and Hygiene,95.69,OUT001,1987,High,Tier 2,Supermarket Type1,2332.78,37,0,7.748178137651822,2174.772727272727,0,1,0,1,8,2
FD3204,7.35,Regular,0.013,Fruits and Vegetables,54.69,OUT002,1998,Small,Tier 3,Food Mart,366.37,26,0,7.430706521739131,2377.8260869565215,0,0,0,2,6,1
FD6673,12.56,Low Sugar,0.038,Snack Foods,152.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3541.36,15,0,12.124900556881464,3175.208333333333,0,0,0,0,13,3
FD4307,9.55,Low Sugar,0.108,Canned,92.17,OUT002,1998,Small,Tier 3,Food Mart,1630.26,26,0,9.641213389121338,781.1016949152543,0,0,0,0,3,1
FD7076,16.57,Low Sugar,0.036,Baking Goods,192.61,OUT003,1999,Medium,Tier 1,Departmental Store,5271.64,25,0,11.617008443908324,4187.173913043479,1,0,1,0,0,0
FD4368,8.05,Regular,0.018,Dairy,120.86,OUT002,1998,Small,Tier 3,Food Mart,1877.48,26,0,14.995037220843672,4316.428571428572,0,0,0,2,4,1
NC5554,8.58,No Sugar,0.086,Household,131.62,OUT002,1998,Small,Tier 3,Food Mart,2217.38,26,0,15.322467986030269,1371.041666666667,0,0,0,1,9,1
NC5183,14.14,No Sugar,0.064,Household,119.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3233.7,15,0,8.47208480565371,1620.0,0,0,0,1,9,3
FD4844,8.77,Low Sugar,0.164,Baking Goods,122.41,OUT002,1998,Small,Tier 3,Food Mart,2071.93,26,0,13.941913439635536,703.5057471264367,0,0,0,0,0,1
FD6693,12.98,Low Sugar,0.044,Dairy,155.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3706.21,15,0,11.996150885296382,2885.740740740741,0,0,0,0,4,3
FD2911,9.2,Regular,0.093,Fruits and Vegetables,102.51,OUT002,1998,Small,Tier 3,Food Mart,1762.42,26,0,11.130293159609122,995.242718446602,0,0,0,2,6,1
FD1779,11.38,Low Sugar,0.086,Fruits and Vegetables,168.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3593.93,15,0,14.75153643546971,1750.2083333333337,0,0,0,0,6,3
NC4189,11.73,No Sugar,0.14,Health and Hygiene,177.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3867.48,15,0,15.11243611584327,1182.7999999999997,0,0,0,1,8,3
NC527,12.37,No Sugar,0.154,Health and Hygiene,107.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,5170.08,15,0,8.68739903069467,655.7926829268292,0,0,0,1,8,3
DR368,10.33,Regular,0.054,Soft Drinks,151.65,OUT002,1998,Small,Tier 3,Food Mart,1185.08,26,0,14.666344294003869,2369.53125,0,0,0,2,14,1
NC7943,10.9,No Sugar,0.067,Household,178.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3698.71,15,0,16.353803849679192,2317.142857142857,0,0,0,1,9,3
FD859,10.21,Low Sugar,0.081,Canned,97.17,OUT002,1998,Small,Tier 3,Food Mart,1880.46,26,0,9.507827788649706,1067.802197802198,0,0,0,0,3,1
NC3861,14.3,No Sugar,0.064,Health and Hygiene,112.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3122.63,15,0,7.8742138364779874,1522.702702702703,0,0,0,1,8,3
FD6544,10.86,Regular,0.1,Baking Goods,130.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,2700.83,15,0,11.962281508739652,1182.090909090909,0,0,0,2,0,3
NC7893,15.6,No Sugar,0.079,Health and Hygiene,163.51,OUT003,1999,Medium,Tier 1,Departmental Store,4455.93,25,0,10.474695707879563,1837.191011235955,1,0,1,1,8,0
FD4635,15.99,Low Sugar,0.038,Snack Foods,164.5,OUT001,1987,High,Tier 2,Supermarket Type1,4563.96,37,0,10.28125,3427.0833333333335,0,1,0,0,13,2
FD1646,12.92,Regular,0.013,Snack Foods,117.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,2902.13,15,0,9.05645784996133,5091.304347826087,0,0,0,2,13,3
FD2295,18.25,Low Sugar,0.041,Breads,161.68,OUT003,1999,Medium,Tier 1,Departmental Store,5018.14,25,0,8.85432639649507,3170.1960784313724,1,0,1,0,1,0
FD3933,10.78,Low Sugar,0.08,Dairy,155.54,OUT004,2009,Medium,Tier 2,Supermarket Type2,3203.19,15,0,14.415199258572754,1728.2222222222222,0,0,0,0,4,3
FD205,8.07,Low Sugar,0.027,Seafood,110.26,OUT002,1998,Small,Tier 3,Food Mart,2295.72,26,0,13.646039603960396,2980.0000000000005,0,0,0,0,12,1
FD7601,12.22,Low Sugar,0.034,Frozen Foods,130.54,OUT004,2009,Medium,Tier 2,Supermarket Type2,3019.09,15,0,10.67375306623058,2966.8181818181815,0,0,0,0,5,3
FD628,13.46,Low Sugar,0.092,Dairy,193.75,OUT001,1987,High,Tier 2,Supermarket Type1,4592.18,37,0,14.383815887156643,1899.5098039215688,0,1,0,0,4,2
FD4073,14.06,Low Sugar,0.086,Dairy,145.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3734.62,15,0,10.321961620469082,1512.8125,0,0,0,0,4,3
FD5240,12.04,Low Sugar,0.093,Canned,166.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,3705.28,15,0,13.788381742738592,1613.106796116505,0,0,0,0,3,3
FD6448,14.57,Low Sugar,0.138,Fruits and Vegetables,147.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3902.7,15,0,10.135116598079561,998.4459459459458,0,0,0,0,6,3
FD4456,13.11,Low Sugar,0.075,Snack Foods,170.56,OUT001,1987,High,Tier 2,Supermarket Type1,4037.65,37,0,13.000000000000002,2006.5882352941178,0,1,0,0,13,2
DR8376,15.64,Low Sugar,0.054,Soft Drinks,146.74,OUT001,1987,High,Tier 2,Supermarket Type1,4121.36,37,0,9.376357827476038,2292.8125,0,1,0,0,14,2
DR5587,12.17,Regular,0.143,Hard Drinks,109.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,2580.16,15,0,9.007389162561577,717.0588235294117,0,0,0,2,7,3
FD1815,13.08,Low Sugar,0.109,Frozen Foods,129.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,3187.67,15,0,9.877005347593583,1086.4705882352941,0,0,0,0,5,3
NC2226,11.81,No Sugar,0.039,Health and Hygiene,155.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3425.94,15,0,13.114213197969542,3163.4693877551017,0,0,0,1,8,3
FD2833,13.07,Low Sugar,0.088,Fruits and Vegetables,121.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3019.58,15,0,9.269877675840979,1237.2448979591838,0,0,0,0,6,3
FD7831,10.54,reg,0.067,Canned,172.61,OUT004,2009,Medium,Tier 2,Supermarket Type2,3500.18,15,0,16.361137440758295,2241.688311688312,0,0,0,3,3,3
FD532,15.31,Low Sugar,0.143,Meat,203.02,OUT002,1998,Small,Tier 3,Food Mart,1472.54,26,0,13.251958224543081,1326.9281045751634,0,0,0,0,10,1
NC374,14.64,No Sugar,0.05,Health and Hygiene,176.55,OUT002,1998,Small,Tier 3,Food Mart,478.24,26,0,12.051194539249147,2942.5,0,0,0,1,8,1
FD6207,12.26,Low Sugar,0.058,Fruits and Vegetables,132.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3074.25,15,0,10.82722086389568,1953.6764705882351,0,0,0,0,6,3
FD7457,10.95,Low Sugar,0.063,Meat,127.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,2665.67,15,0,11.616788321167883,1744.109589041096,0,0,0,0,10,3
FD322,11.21,reg,0.116,Baking Goods,153.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,2782.79,15,0,13.645276292335115,1215.079365079365,0,0,0,3,0,3
NC2148,12.49,No Sugar,0.019,Health and Hygiene,133.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3145.81,15,0,10.704,4613.793103448276,0,0,0,1,8,3
FD5444,9.57,Low Sugar,0.072,Dairy,148.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,2788.17,15,0,15.507306889352819,1811.707317073171,0,0,0,0,4,3
NC4566,13.16,No Sugar,0.142,Household,142.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,3469.66,15,0,10.795747911921033,935.3947368421053,0,0,0,1,9,3
FD6887,13.0,Low Sugar,0.042,Frozen Foods,146.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3530.16,15,0,11.298232129131438,2826.730769230769,0,0,0,0,5,3
FD4450,20.22,Low Sugar,0.05,Baking Goods,210.05,OUT003,1999,Medium,Tier 1,Departmental Store,6451.88,25,0,10.383094414236282,3500.833333333333,1,0,1,0,0,0
FD8336,13.36,Regular,0.102,Fruits and Vegetables,143.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3539.31,15,0,10.731488406881077,1281.0714285714287,0,0,0,2,6,3
FD6347,12.48,Low Sugar,0.021,Baking Goods,143.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3343.31,15,0,11.490792634107287,4629.677419354839,0,0,0,0,0,3
FD7152,13.08,Low Sugar,0.096,Frozen Foods,162.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3873.37,15,0,12.439266615737205,1536.1320754716983,0,0,0,0,5,3
NC7012,15.25,No Sugar,0.176,Household,152.71,OUT001,1987,High,Tier 2,Supermarket Type1,4157.51,37,0,10.007208387942333,821.0215053763442,0,1,0,1,9,2
FD2292,13.06,Low Sugar,0.026,Frozen Foods,161.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3840.28,15,0,12.35424636572303,4485.277777777778,0,0,0,0,5,3
FD5866,14.4,Low Sugar,0.089,Snack Foods,187.93,OUT001,1987,High,Tier 2,Supermarket Type1,4684.86,37,0,13.041637751561415,1898.2828282828286,0,1,0,0,13,2
FD1988,10.2,Low Sugar,0.08,Snack Foods,145.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,2871.58,15,0,14.266405484818806,1618.4444444444446,0,0,0,0,13,3
FD3052,13.29,Low Sugar,0.032,Snack Foods,152.63,OUT004,2009,Medium,Tier 2,Supermarket Type2,3712.24,15,0,11.47593984962406,3634.047619047619,0,0,0,0,13,3
FD2196,13.6,Low Sugar,0.08,Snack Foods,127.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3271.17,15,0,9.381337252020574,1418.6666666666667,0,0,0,0,13,3
FD983,15.01,Low Sugar,0.011,Starchy Foods,160.4,OUT003,1999,Medium,Tier 1,Departmental Store,4259.43,25,0,10.679094540612518,7638.095238095239,1,0,1,0,15,0
NC8574,10.64,No Sugar,0.117,Health and Hygiene,116.07,OUT001,1987,High,Tier 2,Supermarket Type1,2364.68,37,0,10.898591549295773,913.9370078740156,0,1,0,1,8,2
FD6324,18.12,Low Sugar,0.116,Dairy,210.29,OUT003,1999,Medium,Tier 1,Departmental Store,5983.84,25,0,11.59900717043574,1668.968253968254,1,0,1,0,4,0
FD3871,13.28,Regular,0.035,Baking Goods,188.91,OUT003,1999,Medium,Tier 1,Departmental Store,4451.41,25,0,14.214446952595937,4197.999999999999,1,0,1,2,0,0
FD7426,14.43,Low Sugar,0.075,Snack Foods,142.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3763.97,15,0,9.874653739612189,1677.529411764706,0,0,0,0,13,3
FD6805,12.06,Low Sugar,0.014,Meat,130.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,2987.85,15,0,10.84092792046396,5452.083333333333,0,0,0,0,10,3
FD6135,12.63,Low Sugar,0.039,Breads,124.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,2991.53,15,0,9.871044303797468,2546.326530612245,0,0,0,0,1,3
FD8427,12.84,Regular,0.062,Snack Foods,183.08,OUT003,1999,Medium,Tier 1,Departmental Store,4233.32,25,0,14.247470817120623,2542.7777777777783,1,0,1,2,13,0
FD7874,14.43,Low Sugar,0.012,Frozen Foods,147.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3871.21,15,0,10.239612188365653,6720.909090909092,0,0,0,0,5,3
FD4476,11.73,Regular,0.071,Canned,132.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,2938.0,15,0,11.250425894378195,1630.6172839506178,0,0,0,2,3,3
FD6935,8.06,Low Sugar,0.049,Fruits and Vegetables,129.72,OUT002,1998,Small,Tier 3,Food Mart,2059.98,26,0,16.07434944237918,2198.64406779661,0,0,0,0,6,1
DR778,11.13,Low Sugar,0.053,Soft Drinks,124.54,OUT004,2009,Medium,Tier 2,Supermarket Type2,2649.25,15,0,11.179533213644524,1976.8253968253969,0,0,0,0,14,3
FD3949,11.42,Low Sugar,0.029,Seafood,138.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3009.36,15,0,12.15660542432196,3562.8205128205127,0,0,0,0,12,3
FD4919,13.71,Low Sugar,0.066,Snack Foods,130.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,3357.36,15,0,9.525510204081632,1719.6052631578948,0,0,0,0,13,3
DR3582,13.86,Low Sugar,0.061,Soft Drinks,152.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,3827.48,15,0,10.961067051189618,2141.267605633803,0,0,0,0,14,3
FD5005,10.96,Low Sugar,0.043,Baking Goods,123.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,2589.12,15,0,11.255241567912488,2329.622641509434,0,0,0,0,0,3
DR994,12.47,Low Sugar,0.033,Soft Drinks,175.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3991.24,15,0,14.048076923076922,4077.209302325581,0,0,0,0,14,3
FD8453,7.32,Low Sugar,0.09,Canned,110.03,OUT002,1998,Small,Tier 3,Food Mart,1491.13,26,0,15.010914051841747,1100.3000000000002,0,0,0,0,3,1
FD3636,15.06,Regular,0.118,Fruits and Vegetables,132.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3708.73,15,0,8.82415394824154,1038.90625,0,0,0,2,6,3
FD4962,15.83,Low Sugar,0.041,Fruits and Vegetables,202.6,OUT003,1999,Medium,Tier 1,Departmental Store,5309.48,25,0,12.79040404040404,3972.5490196078426,1,0,1,0,6,0
FD3287,14.7,Low Sugar,0.178,Dairy,157.63,OUT001,1987,High,Tier 2,Supermarket Type1,4133.49,37,0,10.715839564921822,838.4574468085107,0,1,0,0,4,2
FD1865,14.79,Regular,0.091,Baking Goods,147.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3954.93,15,0,9.993243243243244,1464.3564356435645,0,0,0,2,0,3
FD5509,12.99,Low Sugar,0.083,Fruits and Vegetables,113.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,2851.45,15,0,8.762307692307692,1224.8387096774193,0,0,0,0,6,3
NC2899,15.38,No Sugar,0.041,Household,168.62,OUT001,1987,High,Tier 2,Supermarket Type1,4512.31,37,0,10.956465237166991,3306.2745098039213,0,1,0,1,9,2
NC8117,17.34,No Sugar,0.076,Health and Hygiene,229.58,OUT003,1999,Medium,Tier 1,Departmental Store,6201.6,25,0,13.232276657060519,2669.534883720931,1,0,1,1,8,0
NC2230,9.56,No Sugar,0.098,Household,94.4,OUT002,1998,Small,Tier 3,Food Mart,1677.42,26,0,9.864158829676072,874.0740740740741,0,0,0,1,9,1
NC856,13.24,No Sugar,0.168,Others,133.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3303.62,15,0,10.052830188679245,748.3146067415729,0,0,0,1,11,3
FD599,11.57,Low Sugar,0.042,Frozen Foods,129.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3563.66,15,0,11.212435233160623,2496.9230769230767,0,0,0,0,5,3
NC5631,11.81,No Sugar,0.104,Household,150.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3332.07,15,0,12.72673434856176,1319.5614035087722,0,0,0,1,9,3
FD6902,14.46,Regular,0.113,Canned,187.74,OUT001,1987,High,Tier 2,Supermarket Type1,4694.28,37,0,12.974429854872149,1526.3414634146343,0,1,0,2,3,2
FD1772,11.11,Low Sugar,0.025,Snack Foods,157.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3326.65,15,0,14.201438848920864,4511.999999999999,0,0,0,0,13,3
FD5636,10.76,Low Sugar,0.147,Fruits and Vegetables,145.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,2988.59,15,0,13.482822655524606,924.9044585987261,0,0,0,0,6,3
FD2534,8.28,Low Sugar,0.032,Dairy,119.61,OUT002,1998,Small,Tier 3,Food Mart,1903.39,26,0,14.428226779252112,2847.8571428571427,0,0,0,0,4,1
FD4446,14.85,Regular,0.03,Snack Foods,215.25,OUT003,1999,Medium,Tier 1,Departmental Store,5346.29,25,0,14.485195154777928,5381.25,1,0,1,2,13,0
NC1064,12.51,No Sugar,0.073,Household,169.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3880.61,15,0,13.536741214057507,2041.9277108433737,0,0,0,1,9,3
FD7111,13.28,Regular,0.104,Fruits and Vegetables,143.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3515.13,15,0,10.772761474793077,1255.877192982456,0,0,0,2,6,3
DR121,10.3,Low Sugar,0.037,Soft Drinks,154.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,2841.59,15,0,14.981571290009699,3286.3829787234044,0,0,0,0,14,3
FD3954,13.88,Regular,0.042,Dairy,138.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3552.81,15,0,9.95752339812815,2659.807692307692,0,0,0,2,4,3
NC3021,15.31,No Sugar,0.157,Health and Hygiene,213.81,OUT003,1999,Medium,Tier 1,Departmental Store,5419.85,25,0,13.956266318537859,1280.2994011976048,1,0,1,1,8,0
FD8204,15.3,Low Sugar,0.085,Baking Goods,160.14,OUT003,1999,Medium,Tier 1,Departmental Store,4320.81,25,0,10.459830176355322,1685.6842105263156,1,0,1,0,0,0
FD2724,12.91,Low Sugar,0.063,Dairy,159.11,OUT004,2009,Medium,Tier 2,Supermarket Type2,3758.47,15,0,12.315015479876163,2179.589041095891,0,0,0,0,4,3
FD2857,16.22,Regular,0.023,Snack Foods,228.38,OUT003,1999,Medium,Tier 1,Departmental Store,5923.05,25,0,14.07147258163894,6920.60606060606,1,0,1,2,13,0
FD6206,8.52,Low Sugar,0.055,Meat,105.69,OUT002,1998,Small,Tier 3,Food Mart,1672.61,26,0,12.390386869871044,1626.0,0,0,0,0,10,1
NC7264,10.94,No Sugar,0.015,Others,161.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3357.47,15,0,14.723287671232878,6448.799999999999,0,0,0,1,11,3
NC7029,12.53,No Sugar,0.113,Household,139.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3268.65,15,0,11.115629984051036,1133.2520325203252,0,0,0,1,9,3
NC7174,11.25,No Sugar,0.016,Health and Hygiene,148.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3174.35,15,0,13.21847246891652,5724.615384615384,0,0,0,1,8,3
FD8419,11.82,Low Sugar,0.152,Snack Foods,123.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,2787.21,15,0,10.451394759087067,763.2098765432098,0,0,0,0,13,3
NC7642,13.9,No Sugar,0.023,Household,179.14,OUT003,1999,Medium,Tier 1,Departmental Store,4393.11,25,0,12.878504672897195,5428.484848484848,1,0,1,1,9,0
NC1924,14.58,No Sugar,0.044,Others,178.61,OUT001,1987,High,Tier 2,Supermarket Type1,4535.43,37,0,12.241946538725156,3307.592592592593,0,1,0,1,11,2
NC2591,14.04,No Sugar,0.065,Others,189.59,OUT001,1987,High,Tier 2,Supermarket Type1,4637.59,37,0,13.493950177935945,2527.866666666667,0,1,0,1,11,2
FD6002,12.09,Low Sugar,0.108,Breakfast,146.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,3315.78,15,0,12.113223140495867,1242.1186440677966,0,0,0,0,2,3
FD99,11.3,Low Sugar,0.174,Fruits and Vegetables,121.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,1578.54,15,0,10.737400530503978,660.0,0,0,0,0,6,3
NC6557,13.02,No Sugar,0.09,Household,149.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3588.46,15,0,11.479662317728321,1495.8000000000002,0,0,0,1,9,3
FD1502,12.93,Low Sugar,0.029,Baking Goods,150.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3586.41,15,0,11.628284389489954,3858.2051282051284,0,0,0,0,0,3
FD5837,9.41,Low Sugar,0.085,Fruits and Vegetables,118.3,OUT002,1998,Small,Tier 3,Food Mart,2132.52,26,0,12.558386411889597,1245.2631578947369,0,0,0,0,6,1
NC6686,13.52,No Sugar,0.026,Household,112.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,2951.23,15,0,8.34959349593496,3138.0555555555557,0,0,0,1,9,3
DR3701,15.98,Low Sugar,0.015,Hard Drinks,152.25,OUT003,1999,Medium,Tier 1,Departmental Store,4312.36,25,0,9.52157598499062,6090.0,1,0,1,0,7,0
FD6515,14.38,Low Sugar,0.009,Fruits and Vegetables,114.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3187.05,15,0,7.988881167477414,6050.526315789473,0,0,0,0,6,3
FD642,11.6,Regular,0.054,Frozen Foods,123.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,2729.42,15,0,10.622739018087856,1927.03125,0,0,0,2,5,3
FD5160,12.5,Regular,0.081,Canned,135.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3177.05,15,0,10.812150279776178,1486.3736263736264,0,0,0,2,3,3
